Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
"Any Influenza Vaccination, Seasonal or H1N1",States,West Virginia,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,14
"Any Influenza Vaccination, Seasonal or H1N1",States,Wyoming,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",63.7,51.7 to 74.2,60
"Any Influenza Vaccination, Seasonal or H1N1",States,Arkansas,2009-10,Race/Ethnicity,"White, Non-Hispanic",57.2,52.4 to 61.8,760
"Any Influenza Vaccination, Seasonal or H1N1",States,Colorado,2009-10,Race/Ethnicity,"White, Non-Hispanic",66.0,61.3 to 70.4,822
"Any Influenza Vaccination, Seasonal or H1N1",States,Florida,2009-10,Race/Ethnicity,"White, Non-Hispanic",44.9,39.5 to 50.4,435
"Any Influenza Vaccination, Seasonal or H1N1",States,Georgia,2009-10,Race/Ethnicity,"White, Non-Hispanic",46.3,37.2 to 55.6,274
"Any Influenza Vaccination, Seasonal or H1N1",States,Hawaii,2009-10,Race/Ethnicity,"White, Non-Hispanic",65.0,56.0 to 73.1,179
"Any Influenza Vaccination, Seasonal or H1N1",States,Illinois,2009-10,Race/Ethnicity,"White, Non-Hispanic",61.0,56.7 to 65.1,577
"Any Influenza Vaccination, Seasonal or H1N1",States,Louisiana,2009-10,Race/Ethnicity,"White, Non-Hispanic",53.4,46.9 to 59.9,309
"Any Influenza Vaccination, Seasonal or H1N1",States,Maine,2009-10,Race/Ethnicity,"White, Non-Hispanic",75.0,71.1 to 78.6,664
"Any Influenza Vaccination, Seasonal or H1N1",States,Maryland,2009-10,Race/Ethnicity,"White, Non-Hispanic",69.7,63.3 to 75.4,487
"Any Influenza Vaccination, Seasonal or H1N1",States,Massachusetts,2009-10,Race/Ethnicity,"White, Non-Hispanic",79.3,73.8 to 83.9,258
"Any Influenza Vaccination, Seasonal or H1N1",States,Michigan,2009-10,Race/Ethnicity,"White, Non-Hispanic",58.5,54.0 to 62.8,520
"Any Influenza Vaccination, Seasonal or H1N1",States,Minnesota,2009-10,Race/Ethnicity,"White, Non-Hispanic",74.2,70.2 to 77.8,525
"Any Influenza Vaccination, Seasonal or H1N1",States,Mississippi,2009-10,Race/Ethnicity,"White, Non-Hispanic",50.0,44.2 to 55.8,385
"Any Influenza Vaccination, Seasonal or H1N1",States,Missouri,2009-10,Race/Ethnicity,"White, Non-Hispanic",61.3,57.1 to 65.3,763
"Any Influenza Vaccination, Seasonal or H1N1",States,Nebraska,2009-10,Race/Ethnicity,"White, Non-Hispanic",79.7,76.0 to 83.0,511
"Any Influenza Vaccination, Seasonal or H1N1",States,New Jersey,2009-10,Race/Ethnicity,"White, Non-Hispanic",57.0,51.8 to 62.1,384
"Any Influenza Vaccination, Seasonal or H1N1",States,New York,2009-10,Race/Ethnicity,"White, Non-Hispanic",64.6,60.3 to 68.8,733
"Any Influenza Vaccination, Seasonal or H1N1",States,Ohio,2009-10,Race/Ethnicity,"White, Non-Hispanic",59.4,53.9 to 64.7,451
"Any Influenza Vaccination, Seasonal or H1N1",States,Oklahoma,2009-10,Race/Ethnicity,"White, Non-Hispanic",61.5,56.1 to 66.6,916
"Any Influenza Vaccination, Seasonal or H1N1",States,Rhode Island,2009-10,Race/Ethnicity,"White, Non-Hispanic",79.4,74.8 to 83.5,460
"Any Influenza Vaccination, Seasonal or H1N1",States,South Carolina,2009-10,Race/Ethnicity,"White, Non-Hispanic",68.8,60.6 to 76.0,326
"Any Influenza Vaccination, Seasonal or H1N1",States,Tennessee,2009-10,Race/Ethnicity,"White, Non-Hispanic",51.2,44.8 to 57.6,392
"Any Influenza Vaccination, Seasonal or H1N1",States,Texas,2009-10,Race/Ethnicity,"White, Non-Hispanic",57.9,51.7 to 63.9,293
"Any Influenza Vaccination, Seasonal or H1N1",National,U.S. Median,2009-10,Race/Ethnicity,"White, Non-Hispanic",64.6,,460
"Any Influenza Vaccination, Seasonal or H1N1",States,Utah,2009-10,Race/Ethnicity,"White, Non-Hispanic",70.1,66.6 to 73.5,809
"Any Influenza Vaccination, Seasonal or H1N1",States,Vermont,2009-10,Race/Ethnicity,"White, Non-Hispanic",79.7,76.6 to 82.6,692
"Any Influenza Vaccination, Seasonal or H1N1",States,Virginia,2009-10,Race/Ethnicity,"White, Non-Hispanic",68.3,59.4 to 76.0,185
"Any Influenza Vaccination, Seasonal or H1N1",States,Washington,2009-10,Race/Ethnicity,"White, Non-Hispanic",66.8,61.0 to 72.0,285
"Any Influenza Vaccination, Seasonal or H1N1",States,West Virginia,2009-10,Race/Ethnicity,"White, Non-Hispanic",56.6,52.8 to 60.3,1053
"Any Influenza Vaccination, Seasonal or H1N1",States,Wyoming,2009-10,Race/Ethnicity,"White, Non-Hispanic",69.9,64.5 to 74.8,391
"Both Influenza Vaccinations, Seasonal and H1N1",States,Arkansas,2009-10,Age,≥18 Years,29.2,25.5 to 32.9,1051
"Both Influenza Vaccinations, Seasonal and H1N1",States,Colorado,2009-10,Age,≥18 Years,31.8,28.2 to 35.4,1267
"Both Influenza Vaccinations, Seasonal and H1N1",States,Florida,2009-10,Age,≥18 Years,15.0,12.3 to 17.7,904
"Both Influenza Vaccinations, Seasonal and H1N1",States,Georgia,2009-10,Age,≥18 Years,18.8,14.0 to 23.6,602
"Both Influenza Vaccinations, Seasonal and H1N1",States,Hawaii,2009-10,Age,≥18 Years,34.5,30.7 to 38.3,967
"Both Influenza Vaccinations, Seasonal and H1N1",States,Illinois,2009-10,Age,≥18 Years,28.5,25.6 to 31.4,1042
"Both Influenza Vaccinations, Seasonal and H1N1",States,Louisiana,2009-10,Age,≥18 Years,20.2,15.9 to 24.5,534
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maine,2009-10,Age,≥18 Years,47.5,43.3 to 51.7,696
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maryland,2009-10,Age,≥18 Years,26.2,22.2 to 30.2,1069
"Both Influenza Vaccinations, Seasonal and H1N1",States,Massachusetts,2009-10,Age,≥18 Years,46.2,41.9 to 50.5,979
"Both Influenza Vaccinations, Seasonal and H1N1",States,Michigan,2009-10,Age,≥18 Years,27.0,23.7 to 30.3,972
"Both Influenza Vaccinations, Seasonal and H1N1",States,Minnesota,2009-10,Age,≥18 Years,45.8,42.2 to 49.4,883
"Both Influenza Vaccinations, Seasonal and H1N1",States,Mississippi,2009-10,Age,≥18 Years,17.2,14.1 to 20.3,855
"Both Influenza Vaccinations, Seasonal and H1N1",States,Missouri,2009-10,Age,≥18 Years,24.7,21.5 to 27.9,946
"Both Influenza Vaccinations, Seasonal and H1N1",States,Nebraska,2009-10,Age,≥18 Years,43.9,40.5 to 47.3,1188
"Both Influenza Vaccinations, Seasonal and H1N1",States,New Jersey,2009-10,Age,≥18 Years,20.4,17.7 to 23.1,1042
"Both Influenza Vaccinations, Seasonal and H1N1",States,New York,2009-10,Age,≥18 Years,28.9,26.0 to 31.8,1576
"Both Influenza Vaccinations, Seasonal and H1N1",States,Ohio,2009-10,Age,≥18 Years,26.2,22.1 to 30.3,804
"Both Influenza Vaccinations, Seasonal and H1N1",States,Oklahoma,2009-10,Age,≥18 Years,21.8,18.2 to 25.4,1418
"Both Influenza Vaccinations, Seasonal and H1N1",States,Rhode Island,2009-10,Age,≥18 Years,46.0,41.9 to 50.1,797
"Both Influenza Vaccinations, Seasonal and H1N1",States,South Carolina,2009-10,Age,≥18 Years,24.7,19.1 to 30.3,665
"Both Influenza Vaccinations, Seasonal and H1N1",States,Tennessee,2009-10,Age,≥18 Years,21.7,17.7 to 25.7,640
"Both Influenza Vaccinations, Seasonal and H1N1",States,Texas,2009-10,Age,≥18 Years,26.7,22.9 to 30.5,878
"Both Influenza Vaccinations, Seasonal and H1N1",National,U.S. Median,2009-10,Age,≥18 Years,28.5,,946
"Both Influenza Vaccinations, Seasonal and H1N1",States,Utah,2009-10,Age,≥18 Years,35.4,32.3 to 38.5,1117
"Both Influenza Vaccinations, Seasonal and H1N1",States,Vermont,2009-10,Age,≥18 Years,49.9,46.3 to 53.5,739
"Both Influenza Vaccinations, Seasonal and H1N1",States,Virginia,2009-10,Age,≥18 Years,32.4,25.6 to 39.2,308
"Both Influenza Vaccinations, Seasonal and H1N1",States,Washington,2009-10,Age,≥18 Years,37.6,33.7 to 41.5,1023
"Both Influenza Vaccinations, Seasonal and H1N1",States,West Virginia,2009-10,Age,≥18 Years,24.1,21.0 to 27.2,1117
"Both Influenza Vaccinations, Seasonal and H1N1",States,Wyoming,2009-10,Age,≥18 Years,38.1,33.6 to 42.6,616
"Both Influenza Vaccinations, Seasonal and H1N1",States,Arkansas,2009-10,Age,18-24 Years,26.1,20.9 to 32.1,443
"Both Influenza Vaccinations, Seasonal and H1N1",States,Colorado,2009-10,Age,18-24 Years,24.3,18.3 to 31.5,355
"Both Influenza Vaccinations, Seasonal and H1N1",States,Florida,2009-10,Age,18-24 Years,9.9,6.2 to 15.3,250
"Both Influenza Vaccinations, Seasonal and H1N1",States,Georgia,2009-10,Age,18-24 Years,†,†,199
"Both Influenza Vaccinations, Seasonal and H1N1",States,Hawaii,2009-10,Age,18-24 Years,25.4,19.5 to 32.4,275
"Both Influenza Vaccinations, Seasonal and H1N1",States,Illinois,2009-10,Age,18-24 Years,18.9,14.5 to 24.2,288
"Both Influenza Vaccinations, Seasonal and H1N1",States,Louisiana,2009-10,Age,18-24 Years,10.8,6.3 to 18.1,190
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maine,2009-10,Age,18-24 Years,47.2,39.9 to 54.7,227
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maryland,2009-10,Age,18-24 Years,15.6,9.1 to 25.4,150
"Both Influenza Vaccinations, Seasonal and H1N1",States,Massachusetts,2009-10,Age,18-24 Years,27.1,20.2 to 35.3,209
"Both Influenza Vaccinations, Seasonal and H1N1",States,Michigan,2009-10,Age,18-24 Years,23.3,18.1 to 29.5,334
"Both Influenza Vaccinations, Seasonal and H1N1",States,Minnesota,2009-10,Age,18-24 Years,36.5,29.7 to 44.0,232
"Both Influenza Vaccinations, Seasonal and H1N1",States,Mississippi,2009-10,Age,18-24 Years,18.8,14.4 to 24.3,374
"Both Influenza Vaccinations, Seasonal and H1N1",States,Missouri,2009-10,Age,18-24 Years,13.9,10.5 to 18.3,336
"Both Influenza Vaccinations, Seasonal and H1N1",States,Nebraska,2009-10,Age,18-24 Years,36.3,30.3 to 42.8,352
"Both Influenza Vaccinations, Seasonal and H1N1",States,New Jersey,2009-10,Age,18-24 Years,15.2,10.5 to 21.6,204
"Both Influenza Vaccinations, Seasonal and H1N1",States,New York,2009-10,Age,18-24 Years,25.3,19.6 to 32.0,323
"Both Influenza Vaccinations, Seasonal and H1N1",States,Ohio,2009-10,Age,18-24 Years,19.3,13.6 to 26.8,281
"Both Influenza Vaccinations, Seasonal and H1N1",States,Oklahoma,2009-10,Age,18-24 Years,20.1,14.8 to 26.8,502
"Both Influenza Vaccinations, Seasonal and H1N1",States,Rhode Island,2009-10,Age,18-24 Years,40.8,33.2 to 49.0,197
"Both Influenza Vaccinations, Seasonal and H1N1",States,South Carolina,2009-10,Age,18-24 Years,23.8,15.5 to 34.7,224
"Both Influenza Vaccinations, Seasonal and H1N1",States,Tennessee,2009-10,Age,18-24 Years,12.8,8.3 to 19.2,221
"Both Influenza Vaccinations, Seasonal and H1N1",States,Texas,2009-10,Age,18-24 Years,20.8,15.3 to 27.6,294
"Both Influenza Vaccinations, Seasonal and H1N1",National,U.S. Median,2009-10,Age,18-24 Years,24.1,,275
"Both Influenza Vaccinations, Seasonal and H1N1",States,Utah,2009-10,Age,18-24 Years,28.1,23.0 to 33.8,337
"Both Influenza Vaccinations, Seasonal and H1N1",States,Vermont,2009-10,Age,18-24 Years,47.7,40.1 to 55.3,170
"Both Influenza Vaccinations, Seasonal and H1N1",States,Virginia,2009-10,Age,18-24 Years,26.6,15.8 to 41.2,88
"Both Influenza Vaccinations, Seasonal and H1N1",States,Washington,2009-10,Age,18-24 Years,34.9,28.1 to 42.4,304
"Both Influenza Vaccinations, Seasonal and H1N1",States,West Virginia,2009-10,Age,18-24 Years,14.9,11.4 to 19.3,486
"Both Influenza Vaccinations, Seasonal and H1N1",States,Wyoming,2009-10,Age,18-24 Years,30.8,23.8 to 38.7,208
"Both Influenza Vaccinations, Seasonal and H1N1",States,Arkansas,2009-10,Age,25-34 Years,31.1,26.0 to 36.7,493
"Both Influenza Vaccinations, Seasonal and H1N1",States,Colorado,2009-10,Age,25-34 Years,32.7,28.2 to 37.6,676
"Both Influenza Vaccinations, Seasonal and H1N1",States,Florida,2009-10,Age,25-34 Years,16.1,12.6 to 20.4,476
"Both Influenza Vaccinations, Seasonal and H1N1",States,Georgia,2009-10,Age,25-34 Years,19.6,13.9 to 26.9,314
"Both Influenza Vaccinations, Seasonal and H1N1",States,Hawaii,2009-10,Age,25-34 Years,39.6,34.3 to 45.1,504
"Both Influenza Vaccinations, Seasonal and H1N1",States,Illinois,2009-10,Age,25-34 Years,32.9,28.8 to 37.2,548
"Both Influenza Vaccinations, Seasonal and H1N1",States,Louisiana,2009-10,Age,25-34 Years,26.9,20.8 to 34.0,258
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maine,2009-10,Age,25-34 Years,49.0,43.3 to 54.7,376
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maryland,2009-10,Age,25-34 Years,29.2,23.8 to 35.3,381
"Both Influenza Vaccinations, Seasonal and H1N1",States,Massachusetts,2009-10,Age,25-34 Years,51.6,46.0 to 57.2,567
"Both Influenza Vaccinations, Seasonal and H1N1",States,Michigan,2009-10,Age,25-34 Years,29.4,25.0 to 34.3,479
"Both Influenza Vaccinations, Seasonal and H1N1",States,Minnesota,2009-10,Age,25-34 Years,47.3,42.8 to 51.7,531
"Both Influenza Vaccinations, Seasonal and H1N1",States,Mississippi,2009-10,Age,25-34 Years,15.8,11.8 to 20.7,374
"Both Influenza Vaccinations, Seasonal and H1N1",States,Missouri,2009-10,Age,25-34 Years,30.6,25.9 to 35.7,481
"Both Influenza Vaccinations, Seasonal and H1N1",States,Nebraska,2009-10,Age,25-34 Years,47.7,43.3 to 52.1,668
"Both Influenza Vaccinations, Seasonal and H1N1",States,New Jersey,2009-10,Age,25-34 Years,20.5,17.2 to 24.2,617
"Both Influenza Vaccinations, Seasonal and H1N1",States,New York,2009-10,Age,25-34 Years,28.5,24.9 to 32.4,879
"Both Influenza Vaccinations, Seasonal and H1N1",States,Ohio,2009-10,Age,25-34 Years,29.2,23.8 to 35.3,402
"Both Influenza Vaccinations, Seasonal and H1N1",States,Oklahoma,2009-10,Age,25-34 Years,22.8,18.1 to 28.1,731
"Both Influenza Vaccinations, Seasonal and H1N1",States,Rhode Island,2009-10,Age,25-34 Years,48.5,42.9 to 54.1,422
"Both Influenza Vaccinations, Seasonal and H1N1",States,South Carolina,2009-10,Age,25-34 Years,26.2,18.8 to 35.2,320
"Both Influenza Vaccinations, Seasonal and H1N1",States,Tennessee,2009-10,Age,25-34 Years,29.1,23.2 to 35.9,323
"Both Influenza Vaccinations, Seasonal and H1N1",States,Texas,2009-10,Age,25-34 Years,30.0,24.8 to 35.8,418
"Both Influenza Vaccinations, Seasonal and H1N1",National,U.S. Median,2009-10,Age,25-34 Years,30.6,,479
"Both Influenza Vaccinations, Seasonal and H1N1",States,Utah,2009-10,Age,25-34 Years,37.0,33.0 to 41.2,645
"Both Influenza Vaccinations, Seasonal and H1N1",States,Vermont,2009-10,Age,25-34 Years,49.1,44.2 to 54.0,399
"Both Influenza Vaccinations, Seasonal and H1N1",States,Virginia,2009-10,Age,25-34 Years,32.1,23.4 to 42.2,153
"Both Influenza Vaccinations, Seasonal and H1N1",States,Washington,2009-10,Age,25-34 Years,39.2,34.0 to 44.7,555
"Both Influenza Vaccinations, Seasonal and H1N1",States,West Virginia,2009-10,Age,25-34 Years,30.2,25.5 to 35.3,500
"Both Influenza Vaccinations, Seasonal and H1N1",States,Wyoming,2009-10,Age,25-34 Years,40.5,34.6 to 46.6,335
"Both Influenza Vaccinations, Seasonal and H1N1",States,Arkansas,2009-10,Age,≥35 Years,38.3,24.9 to 53.8,71
"Both Influenza Vaccinations, Seasonal and H1N1",States,Colorado,2009-10,Age,≥35 Years,42.3,32.4 to 52.8,196
"Both Influenza Vaccinations, Seasonal and H1N1",States,Florida,2009-10,Age,≥35 Years,21.3,14.5 to 30.0,148
"Both Influenza Vaccinations, Seasonal and H1N1",States,Georgia,2009-10,Age,≥35 Years,43.1,26.3 to 61.6,71
"Both Influenza Vaccinations, Seasonal and H1N1",States,Hawaii,2009-10,Age,≥35 Years,33.5,25.1 to 43.2,169
"Both Influenza Vaccinations, Seasonal and H1N1",States,Illinois,2009-10,Age,≥35 Years,31.4,24.5 to 39.2,174
"Both Influenza Vaccinations, Seasonal and H1N1",States,Louisiana,2009-10,Age,≥35 Years,29.7,17.3 to 46.0,67
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maine,2009-10,Age,≥35 Years,42.6,31.3 to 54.6,86
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maryland,2009-10,Age,≥35 Years,33.0,28.5 to 38.0,518
"Both Influenza Vaccinations, Seasonal and H1N1",States,Massachusetts,2009-10,Age,≥35 Years,52.4,42.4 to 62.2,180
"Both Influenza Vaccinations, Seasonal and H1N1",States,Michigan,2009-10,Age,≥35 Years,27.9,20.0 to 37.5,122
"Both Influenza Vaccinations, Seasonal and H1N1",States,Minnesota,2009-10,Age,≥35 Years,56.4,45.9 to 66.3,94
"Both Influenza Vaccinations, Seasonal and H1N1",States,Mississippi,2009-10,Age,≥35 Years,20.7,11.0 to 35.5,63
"Both Influenza Vaccinations, Seasonal and H1N1",States,Missouri,2009-10,Age,≥35 Years,35.1,24.9 to 47.0,104
"Both Influenza Vaccinations, Seasonal and H1N1",States,Nebraska,2009-10,Age,≥35 Years,44.1,34.5 to 54.2,135
"Both Influenza Vaccinations, Seasonal and H1N1",States,New Jersey,2009-10,Age,≥35 Years,25.2,19.4 to 32.2,210
"Both Influenza Vaccinations, Seasonal and H1N1",States,New York,2009-10,Age,≥35 Years,33.7,27.7 to 40.3,348
"Both Influenza Vaccinations, Seasonal and H1N1",States,Ohio,2009-10,Age,≥35 Years,34.1,22.8 to 47.5,98
"Both Influenza Vaccinations, Seasonal and H1N1",States,Oklahoma,2009-10,Age,≥35 Years,32.5,18.6 to 50.2,133
"Both Influenza Vaccinations, Seasonal and H1N1",States,Rhode Island,2009-10,Age,≥35 Years,48.4,39.0 to 57.9,154
"Both Influenza Vaccinations, Seasonal and H1N1",States,South Carolina,2009-10,Age,≥35 Years,30.4,17.4 to 47.4,92
"Both Influenza Vaccinations, Seasonal and H1N1",States,Tennessee,2009-10,Age,≥35 Years,23.1,13.4 to 37.0,71
"Both Influenza Vaccinations, Seasonal and H1N1",States,Texas,2009-10,Age,≥35 Years,34.9,24.9 to 46.5,121
"Both Influenza Vaccinations, Seasonal and H1N1",National,U.S. Median,2009-10,Age,≥35 Years,35.1,,121
"Both Influenza Vaccinations, Seasonal and H1N1",States,Utah,2009-10,Age,≥35 Years,53.0,41.9 to 63.8,99
"Both Influenza Vaccinations, Seasonal and H1N1",States,Vermont,2009-10,Age,≥35 Years,57.6,49.7 to 65.2,157
"Both Influenza Vaccinations, Seasonal and H1N1",States,Virginia,2009-10,Age,≥35 Years,44.6,29.7 to 60.6,58
"Both Influenza Vaccinations, Seasonal and H1N1",States,Washington,2009-10,Age,≥35 Years,38.5,28.9 to 49.0,141
"Both Influenza Vaccinations, Seasonal and H1N1",States,West Virginia,2009-10,Age,≥35 Years,41.6,28.6 to 55.7,81
"Both Influenza Vaccinations, Seasonal and H1N1",States,Wyoming,2009-10,Age,≥35 Years,55.7,41.2 to 69.2,60
"Both Influenza Vaccinations, Seasonal and H1N1",States,Arkansas,2009-10,Race/Ethnicity,"Black, Non-Hispanic",18.0,11.3 to 27.4,179
"Both Influenza Vaccinations, Seasonal and H1N1",States,Colorado,2009-10,Race/Ethnicity,"Black, Non-Hispanic",*,*,29
"Both Influenza Vaccinations, Seasonal and H1N1",States,Florida,2009-10,Race/Ethnicity,"Black, Non-Hispanic",10.7,6.1 to 17.9,175
"Both Influenza Vaccinations, Seasonal and H1N1",States,Georgia,2009-10,Race/Ethnicity,"Black, Non-Hispanic",†,†,223
"Both Influenza Vaccinations, Seasonal and H1N1",States,Hawaii,2009-10,Race/Ethnicity,"Black, Non-Hispanic",*,*,17
"Both Influenza Vaccinations, Seasonal and H1N1",States,Illinois,2009-10,Race/Ethnicity,"Black, Non-Hispanic",17.0,11.3 to 24.7,155
"Both Influenza Vaccinations, Seasonal and H1N1",States,Louisiana,2009-10,Race/Ethnicity,"Black, Non-Hispanic",12.3,7.0 to 20.8,192
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maine,2009-10,Race/Ethnicity,"Black, Non-Hispanic",*,*,7
"Both Influenza Vaccinations, Seasonal and H1N1",States,Maryland,2009-10,Race/Ethnicity,"Black, Non-Hispanic",17.7,12.5 to 24.5,370
"Both Influenza Vaccinations, Seasonal and H1N1",States,Massachusetts,2009-10,Race/Ethnicity,"Black, Non-Hispanic",31.7,26.2 to 37.9,246
"Both Influenza Vaccinations, Seasonal and H1N1",States,Michigan,2009-10,Race/Ethnicity,"Black, Non-Hispanic",14.5,11.4 to 18.4,400
"Both Influenza Vaccinations, Seasonal and H1N1",States,Minnesota,2009-10,Race/Ethnicity,"Black, Non-Hispanic",47.1,36.9 to 57.5,130
"Both Influenza Vaccinations, Seasonal and H1N1",States,Mississippi,2009-10,Race/Ethnicity,"Black, Non-Hispanic",14.6,10.7 to 19.6,434
"Both Influenza Vaccinations, Seasonal and H1N1",States,Missouri,2009-10,Race/Ethnicity,"Black, Non-Hispanic",12.7,6.9 to 22.1,113
"Both Influenza Vaccinations, Seasonal and H1N1",States,Nebraska,2009-10,Race/Ethnicity,"Black, Non-Hispanic",31.5,26.0 to 37.5,205
"Both Influenza Vaccinations, Seasonal and H1N1",States,New Jersey,2009-10,Race/Ethnicity,"Black, Non-Hispanic",10.8,6.9 to 16.6,199
"Both Influenza Vaccinations, Seasonal and H1N1",States,New York,2009-10,Race/Ethnicity,"Black, Non-Hispanic",17.2,11.8 to 24.4,264
"Both Influenza Vaccinations, Seasonal and H1N1",States,Ohio,2009-10,Race/Ethnicity,"Black, Non-Hispanic",16.4,11.8 to 22.3,306
"Both Influenza Vaccinations, Seasonal and H1N1",States,Oklahoma,2009-10,Race/Ethnicity,"Black, Non-Hispanic",†,†,127
"Both Influenza Vaccinations, Seasonal and H1N1",States,Rhode Island,2009-10,Race/Ethnicity,"Black, Non-Hispanic",35.4,21.8 to 51.8,52
"Both Influenza Vaccinations, Seasonal and H1N1",States,South Carolina,2009-10,Race/Ethnicity,"Black, Non-Hispanic",15.5,8.6 to 26.3,270
"Both Influenza Vaccinations, Seasonal and H1N1",States,Tennessee,2009-10,Race/Ethnicity,"Black, Non-Hispanic",†,†,115
"Both Influenza Vaccinations, Seasonal and H1N1",States,Texas,2009-10,Race/Ethnicity,"Black, Non-Hispanic",14.2,10.4 to 19.2,245
"Both Influenza Vaccinations, Seasonal and H1N1",National,U.S. Median,2009-10,Race/Ethnicity,"Black, Non-Hispanic",16.7,,175
"Both Influenza Vaccinations, Seasonal and H1N1",States,Utah,2009-10,Race/Ethnicity,"Black, Non-Hispanic",*,*,4
"Both Influenza Vaccinations, Seasonal and H1N1",States,Vermont,2009-10,Race/Ethnicity,"Black, Non-Hispanic",*,*,6
"Both Influenza Vaccinations, Seasonal and H1N1",States,Virginia,2009-10,Race/Ethnicity,"Black, Non-Hispanic",†,†,62
